src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
10.122.251.51,10.3.9.5,59295,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,104994.0586,7943.306612,104.767833,57.14609074,47.62174228,6,5,368,466,84,54,61.33333333,10.99494833,220,60,93.2,63.44257246,220,54,75.81818182,46.33831751,2147.239669,120,100,20,2,10499.40586,28004.88472,991.8212891,9479.200561,104994.0586,40007.82967,991.8212891,20998.81172,16163.84958,71006.05965,36004.30489,1994.848251,17751.51491,15852.3797,0,0,0,0,1,0,0,0,0,0,0,0.833333333,75.81818182,64240,58,0,0,0,0,0,0,0,0,0,0,184,4,0,5256.879298,61.33333333,93.2,0,6,5,368,466,normal
10.122.251.51,10.3.9.5,59296,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,105994.463,7745.687624,103.7790059,56.6067305,47.17227542,6,5,369,452,85,54,61.5,11.33945913,206,60,90.4,57.84669394,206,54,74.63636364,42.40555866,1798.231405,120,100,20,2,10599.4463,27994.63272,992.5365448,11048.91881,105994.463,39000.27275,992.5365448,21198.89259,16340.07077,63009.02367,32007.21741,992.5365448,15752.25592,14327.13852,0,0,0,0,1,0,0,0,0,0,0,0.833333333,74.63636364,64240,58,0,0,0,0,0,0,0,0,0,0,170,4,0,5483.551461,61.5,90.4,0,6,5,369,452,normal
10.122.251.51,10.3.9.5,59297,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,85993.05153,9919.406101,127.917312,69.77307926,58.14423272,6,5,369,484,85,54,61.5,11.33945913,238,60,96.8,70.63823327,238,54,77.54545455,51.45052988,2647.157025,120,100,20,2,8599.305153,26989.22157,1000.881195,10223.73583,85993.05153,33005.476,1987.695694,17198.61031,12841.32279,67003.96538,33999.44305,1000.881195,16750.99134,15783.09979,0,0,0,0,1,0,0,0,0,0,0,0.833333333,77.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,202,4,0,6120.373385,61.5,96.8,0,6,5,369,484,normal
10.122.251.51,10.3.9.5,59298,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,113999.8436,7728.080778,96.49136045,52.63165116,43.8597093,6,5,369,512,85,54,61.5,11.33945913,266,60,102.4,81.83300068,266,54,80.09090909,59.40378706,3528.809917,120,100,20,2,11399.98436,30002.35558,1992.225647,11228.05952,113999.8436,47003.98445,1992.225647,22799.96872,17589.70871,84005.83267,36999.46404,2992.630005,21001.45817,14355.11601,0,0,0,0,1,0,0,0,0,0,0,0.833333333,80.09090909,64240,58,0,0,0,0,0,0,0,0,0,0,230,4,0,4509.89888,61.5,102.4,0,6,5,369,512,normal
10.122.251.51,10.3.9.5,59307,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,435829.401,1739.212633,25.23923346,13.76685461,11.47237884,6,5,367,391,83,54,61.16666667,10.65233412,145,60,78.2,33.48074073,145,54,68.90909091,25.36445095,643.3553719,120,100,20,2,43582.9401,159937.3817,1222.372055,60218.00465,435829.401,172136.5452,2002.716064,87165.8802,69950.91996,334827.6615,179933.7864,1222.372055,83706.91538,82702.11482,0,0,0,0,1,0,0,0,0,0,0,0.833333333,68.90909091,64240,58,0,0,0,0,0,0,0,0,0,0,109,4,0,703.7076186,61.16666667,78.2,0,6,5,367,391,normal
10.122.251.51,10.3.9.5,59308,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,430827.6176,1657.275371,25.53225362,13.92668379,11.60556983,6,5,367,347,83,54,61.16666667,10.65233412,101,60,69.4,15.96997182,101,54,64.90909091,13.9509175,194.6280992,120,100,20,2,43082.76176,155680.1796,1710.414886,58408.74219,430827.6176,171131.134,4007.577896,86165.52353,69503.60648,333535.1944,176681.9954,1710.414886,83383.7986,81628.97567,0,0,0,0,1,0,0,0,0,0,0,0.833333333,64.90909091,64240,58,0,0,0,0,0,0,0,0,0,0,65,4,0,414.4002189,61.16666667,69.4,0,6,5,367,347,normal
10.122.251.51,10.3.9.5,59311,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,431823.7305,1755.345866,25.47335689,13.8945583,11.57879859,6,5,367,391,83,54,61.16666667,10.65233412,145,60,78.2,33.48074073,145,54,68.90909091,25.36445095,643.3553719,120,100,20,2,43182.37305,144996.6431,1179.218292,62303.49698,431823.7305,149690.8665,1993.41774,86364.74609,69226.90149,280828.2375,145694.9711,1179.218292,70207.05938,69011.37283,0,0,0,0,1,0,0,0,0,0,0,0.833333333,68.90909091,64240,58,0,0,0,0,0,0,0,0,0,0,109,4,0,734.4715098,61.16666667,78.2,0,6,5,367,391,normal
10.122.251.51,103.228.136.70,59312,80,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,3323673.487,38218.85649,32.19329469,3.911334868,28.28195982,13,94,1106,125921,446,54,85.07692308,104.2382342,1436,60,1339.585106,328.6472405,1436,54,1187.168224,513.9881901,264183.8596,260,1880,20,1,31355.41025,1730264.187,955.1048279,172174.3742,3308524.132,1731256.485,1931.905746,275710.3443,447143.8576,3107978.344,1750258.446,955.1048279,33419.12198,184881.1573,0,0,0,0,1,0,0,0,0,0,0,7.230769231,1187.168224,64240,60,0,0,0,0,0,0,0,0,0,0,120821,91,0,109878.6737,85.07692308,1339.585106,0,13,94,1106,125921,normal
10.122.251.51,10.3.9.5,59313,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,486654.7585,1637.711306,22.6032928,12.3290688,10.274224,6,5,368,429,84,54,61.33333333,10.99494833,183,60,85.8,48.65552384,183,54,72.45454545,35.92255214,1290.429752,120,100,20,2,48665.47585,219006.0616,1000.165939,68833.66539,486654.7585,245000.6008,1000.165939,97330.95169,90553.39556,264652.729,138999.939,7001.399994,66163.18226,58245.93771,0,0,0,0,1,0,0,0,0,0,0,0.833333333,72.45454545,64240,58,0,0,0,0,0,0,0,0,0,0,147,4,0,1169.890457,61.33333333,85.8,0,6,5,368,429,normal
10.122.251.51,10.3.9.5,59314,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,768233.2993,1292.576098,14.31856704,7.810127478,6.508439565,6,5,368,625,84,54,61.33333333,10.99494833,379,60,125,127.0212581,379,54,90.27272727,91.67738981,8404.743802,120,100,20,2,76823.32993,367419.2429,993.013382,116830.5964,768233.2993,386233.8066,993.013382,153646.6599,146869.2069,529411.0775,371419.1914,7998.943329,132352.7694,147806.2477,0,0,0,0,1,0,0,0,0,0,0,0.833333333,90.27272727,64240,58,0,0,0,0,0,0,0,0,0,0,343,4,0,878.5411483,61.33333333,125,0,6,5,368,625,normal
10.122.251.51,10.3.9.5,59315,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,484652.9961,1609.398903,20.63331926,10.31665963,10.31665963,5,5,314,466,84,54,62.8,11.49608629,220,60,93.2,63.44257246,220,54,78,48.05829793,2309.6,100,100,20,2,53850.3329,215005.1594,993.2518005,69800.00685,484652.9961,242005.1098,993.2518005,121163.249,85884.09587,266647.5773,138000.0114,2000.331879,66661.89432,62523.18526,0,0,0,0,1,0,0,0,0,0,0,1,78,64240,58,0,0,0,0,0,0,0,0,0,0,184,4,0,1430.264139,62.8,93.2,0,5,5,314,466,normal
10.122.251.51,10.3.9.5,59316,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,1710773.706,453.0114048,6.429839294,3.507185069,2.922654224,6,5,372,403,88,54,62,12.38278375,157,60,80.6,38.27061536,157,54,70.45454545,28.89908346,835.1570248,120,100,20,2,171077.3706,1164294.004,1993.41774,338464.258,1710773.706,1295239.925,1993.41774,342154.7413,484705.8993,1519979.715,1164294.004,10001.42097,379994.9288,458370.5184,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.45454545,64240,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,80.6,0,6,5,372,403,normal
10.122.251.51,10.3.9.5,59317,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,728226.6617,994.1959531,15.10518713,8.239192982,6.865994151,6,5,372,352,88,54,62,12.38278375,106,60,70.4,17.95104454,106,54,65.81818182,15.73541565,247.6033058,120,100,20,2,72822.66617,355479.9557,1000.642776,110344.2362,728226.6617,386232.1377,1000.642776,145645.3323,142770.4903,511471.9868,360477.6859,1992.464066,127867.9967,146764.9888,0,0,0,0,1,0,0,0,0,0,0,0.833333333,65.81818182,64240,58,0,0,0,0,0,0,0,0,0,0,70,4,0,192.0579416,62,70.4,0,6,5,372,352,normal
10.122.251.51,10.3.9.5,59318,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,1508227.11,513.8483421,7.293331308,3.978180713,3.315150594,6,5,372,403,88,54,62,12.38278375,157,60,80.6,38.27061536,157,54,70.45454545,28.89908346,835.1570248,120,100,20,2,150822.711,965577.364,1000.404358,281109.7147,1508227.11,1084593.058,1000.404358,301645.422,401963.1264,1312310.934,965577.364,2002.954483,328077.7335,375316.5257,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.45454545,64240,58,0,0,0,0,0,0,0,0,0,0,121,4,0,103.1268167,62,80.6,0,6,5,372,403,normal
10.122.251.51,10.3.9.5,59321,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,924584.3887,840.3775896,11.89723743,6.489402236,5.407835197,6,5,373,404,89,54,62.16666667,12.73337696,158,60,80.8,38.66988492,158,54,70.63636364,29.22723738,854.231405,120,100,20,2,92458.43887,339406.4903,999.212265,128551.9978,924584.3887,353225.9464,999.212265,184916.8777,150355.5999,575174.5701,292562.0079,1016.139984,143793.6425,140379.0196,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.63636364,64240,58,0,0,0,0,0,0,0,0,0,0,122,4,0,431.6864015,62.16666667,80.8,0,6,5,373,404,normal
10.122.251.51,10.3.9.5,59322,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,919579.9828,789.4908693,11.96198287,6.524717928,5.43726494,6,5,373,353,89,54,62.16666667,12.73337696,107,60,70.6,18.34775191,107,54,66,16.0963011,259.0909091,120,100,20,2,91957.99828,340412.1399,1015.901566,128443.938,919579.9828,353231.1916,1998.42453,183915.9966,149293.4679,567167.0437,299651.6228,1015.901566,141791.7609,134923.7556,0,0,0,0,1,0,0,0,0,0,0,0.833333333,66,64240,58,0,0,0,0,0,0,0,0,0,0,71,4,0,265.4052606,62.16666667,70.6,0,6,5,373,353,normal
10.122.251.51,10.3.9.5,59323,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,920579.9103,844.0331918,11.94898985,6.517630825,5.431359021,6,5,373,404,89,54,62.16666667,12.73337696,158,60,80.8,38.66988492,158,54,70.63636364,29.22723738,854.231405,120,100,20,2,92057.99103,341407.0606,1004.934311,129723.4772,920579.9103,353224.9928,1004.934311,184115.9821,148792.0925,568180.0842,300657.2723,2002.239227,142045.0211,137417.5805,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.63636364,64240,58,0,0,0,0,0,0,0,0,0,0,122,4,0,456.0358765,62.16666667,80.8,0,6,5,373,404,normal
10.122.251.51,10.3.9.5,59324,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,849933.3858,983.6064966,12.94219074,7.05937677,5.882813975,6,5,369,467,85,54,61.5,11.33945913,221,60,93.4,63.84230572,221,54,76,46.6378699,2175.090909,120,100,20,2,84993.33858,278847.2176,999.6891022,117361.1009,849933.3858,301063.0608,999.6891022,169986.6772,134139.1619,566372.8714,304858.923,1991.74881,141593.2178,135630.6175,0,0,0,0,1,0,0,0,0,0,0,0.833333333,76,64240,58,0,0,0,0,0,0,0,0,0,0,185,4,0,707.4192451,61.5,93.4,0,6,5,369,467,normal
10.122.251.51,10.3.9.5,59325,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,1060579.777,734.5039167,10.3716856,5.657283055,4.714402546,6,5,369,410,85,54,61.5,11.33945913,164,60,82,41.06580086,164,54,70.81818182,30.67370263,940.8760331,120,100,20,2,106057.9777,277845.1443,1999.855042,121257.2868,1060579.777,553360.939,1999.855042,212115.9554,202625.0236,780051.4698,306833.5056,2071.619034,195012.8675,116574.4662,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.81818182,64240,58,0,0,0,0,0,0,0,0,0,0,128,4,0,270.4884634,61.5,82,0,6,5,369,410,normal
10.122.251.51,10.3.9.5,59326,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,1056570.053,791.2395374,10.41104654,5.67875266,4.732293884,6,5,369,467,85,54,61.5,11.33945913,221,60,93.4,63.84230572,221,54,76,46.6378699,2175.090909,120,100,20,2,105657.0053,272569.1795,999.212265,121215.32,1056570.053,553364.9921,999.212265,211314.0106,202488.0258,776065.1112,298848.1522,1991.271973,194016.2778,116298.3319,0,0,0,0,1,0,0,0,0,0,0,0.833333333,76,64240,58,0,0,0,0,0,0,0,0,0,0,185,4,0,387.6643453,61.5,93.4,0,6,5,369,467,normal
10.122.251.51,10.3.9.5,59331,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,46992.30194,19918.15598,234.0808929,127.6804871,106.4004059,6,5,367,569,83,54,61.16666667,10.65233412,323,60,113.8,104.6258094,323,54,85.09090909,75.66007059,5724.446281,120,100,20,2,4699.230194,9992.12265,1999.139786,2790.536807,46992.30194,18993.13927,2007.007599,9398.460388,6884.736705,35001.03951,17993.927,2007.961273,8750.259876,5799.771373,0,0,0,0,1,0,0,0,0,0,0,0.833333333,85.09090909,64240,58,0,0,0,0,0,0,0,0,0,0,287,4,0,16875.29261,61.16666667,113.8,0,6,5,367,569,normal
10.122.251.51,10.3.9.5,59332,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,38004.39835,21050.1951,289.4401827,157.8764633,131.5637194,6,5,367,433,83,54,61.16666667,10.65233412,187,60,86.6,50.25375608,187,54,72.72727273,37.01619034,1370.198347,120,100,20,2,3800.439835,10998.96431,993.2518005,2892.374541,38004.39835,15992.64145,995.6359863,7600.879669,4962.62973,32001.73378,20998.71635,993.2518005,8000.433445,8184.390024,0,0,0,0,1,0,0,0,0,0,0,0.833333333,72.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,151,4,0,13723.50821,61.16666667,86.6,0,6,5,367,433,normal
10.122.251.51,10.3.9.5,59333,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,65754.17519,12668.39707,167.2897572,91.24895846,76.04079871,6,5,367,466,83,54,61.16666667,10.65233412,220,60,93.2,63.44257246,220,54,75.72727273,46.32315523,2145.834711,120,100,20,2,6575.417519,29999.97139,992.0597076,9330.345535,65754.17519,31754.01688,992.0597076,13150.83504,11469.63086,49006.70052,31005.62096,999.4506836,12251.67513,12439.58655,0,0,0,0,1,0,0,0,0,0,0,0.833333333,75.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,184,4,0,5574.832492,61.16666667,93.2,0,6,5,367,466,normal
10.122.251.51,10.3.9.5,59336,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,45755.62477,16872.24257,240.4076014,131.1314189,109.2761824,6,5,374,398,90,54,62.33333333,13.08519095,152,60,79.6,36.27450896,152,54,70.18181818,27.66625178,765.4214876,120,100,20,2,4575.562477,15050.64964,992.0597076,4319.070231,45755.62477,29003.38173,2990.007401,9151.124954,9991.316837,42757.0343,21750.45013,2000.808716,10689.25858,8096.440512,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.18181818,64240,58,0,0,0,0,0,0,0,0,0,0,116,4,0,5522.078177,62.33333333,79.6,0,6,5,374,398,normal
10.122.251.51,10.3.9.5,59337,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,33749.10355,21570.94333,325.9345833,177.7825,148.1520833,6,5,374,354,90,54,62.33333333,13.08519095,108,60,70.8,18.74459922,108,54,66.18181818,16.45831197,270.8760331,120,100,20,2,3374.910355,16755.10406,993.013382,4688.233931,33749.10355,17756.4621,1006.126404,6749.820709,6345.425167,16000.9861,9999.752045,1002.311707,4000.246525,3535.568156,0,0,0,0,1,0,0,0,0,0,0,0.833333333,66.18181818,64240,58,0,0,0,0,0,0,0,0,0,0,72,4,0,11997.5324,62.33333333,70.8,0,6,5,374,354,normal
10.122.251.51,10.3.9.5,59338,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,37761.44981,20444.13029,291.3023746,158.8922043,132.4101703,6,5,374,398,90,54,62.33333333,13.08519095,152,60,79.6,36.27450896,152,54,70.18181818,27.66625178,765.4214876,120,100,20,2,3776.144981,13000.01144,999.212265,3853.516229,37761.44981,27000.18883,999.9275208,7552.289963,9802.308832,35009.62257,20010.23293,1999.616623,8752.405643,6981.526228,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70.18181818,64240,58,0,0,0,0,0,0,0,0,0,0,116,4,0,7733.648016,62.33333333,79.6,0,6,5,374,398,normal
10.122.251.51,103.228.136.11,59339,443,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,554883.2417,124853.2931,136.9657512,39.6479806,97.31777056,22,54,3805,65474,1436,54,172.9545455,322.9067523,1436,60,1212.481481,485.0475632,1436,54,911.5657895,647.7724246,419609.1141,440,1080,20,4,7398.443222,405799.8657,990.152359,46511.12801,542946.8155,409801.2447,999.4506836,25854.61026,86253.02766,551882.9823,407801.1513,990.8676147,10412.88646,55538.1071,0,0,0,0,1,0,0,0,0,0,0,2.454545455,911.5657895,64240,74,0,0,0,0,0,0,0,0,0,0,31273,26.5,0,115425.4225,172.9545455,1212.481481,0,22,54,3805,65474,normal
10.122.251.51,10.3.9.5,59340,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,39792.77611,21436.05155,276.4320833,150.7811363,125.650947,6,5,375,478,91,54,62.5,13.43812983,232,60,95.6,68.23957796,232,54,77.54545455,49.86775901,2486.793388,120,100,20,2,3979.277611,11994.83871,991.1060333,4087.600771,39792.77611,16992.56897,999.9275208,7958.555222,6004.102854,28008.22258,16006.94656,1000.165939,7002.055645,6046.414203,0,0,0,0,1,0,0,0,0,0,0,0.833333333,77.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,196,4,0,16331.59672,62.5,95.6,0,6,5,375,478,normal
10.122.251.51,10.3.9.5,59341,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,36793.47038,22531.17174,298.9660906,163.0724131,135.8936775,6,5,375,454,91,54,62.5,13.43812983,208,60,90.8,58.64605699,208,54,75.36363636,43.13250773,1860.413223,120,100,20,2,3679.347038,10999.20273,994.9207306,3369.61937,36793.47038,16000.74768,999.6891022,7358.694077,5407.864695,32785.89249,18786.43036,994.9207306,8196.473122,6967.9913,0,0,0,0,1,0,0,0,0,0,0,0.833333333,75.36363636,64240,58,0,0,0,0,0,0,0,0,0,0,172,4,0,12286.18631,62.5,90.8,0,6,5,375,454,normal
10.122.251.51,10.3.9.5,59342,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,34787.8933,25066.19164,316.2019587,172.4737957,143.7281631,6,5,375,497,91,54,62.5,13.43812983,251,60,99.4,75.83561169,251,54,79.27272727,55.22860081,3050.198347,120,100,20,2,3478.78933,10009.76563,997.7817535,3151.375122,34787.8933,14999.38965,1014.709473,6957.578659,5867.100382,29794.93141,14009.71413,997.7817535,7448.732853,6450.120374,0,0,0,0,1,0,0,0,0,0,0,0.833333333,79.27272727,64240,58,0,0,0,0,0,0,0,0,0,0,215,4,0,13430.86831,62.5,99.4,0,6,5,375,497,normal
10.122.251.51,10.3.9.4,52382,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:17,2008.43811,158331.9886,995.7986705,497.8993352,497.8993352,1,1,89,229,89,89,89,0,229,229,229,0,229,89,159,70,4900,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,229,0,1,1,89,229,normal
10.122.251.51,10.3.9.4,59967,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:17,998.9738464,379389.3117,2002.054415,1001.027208,1001.027208,1,1,89,290,89,89,89,0,290,290,290,0,290,89,189.5,100.5,10100.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,290,0,1,1,89,290,normal
10.122.251.51,52.168.117.170,59345,443,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,725077.8675,206499.2006,246.870037,158.6036551,88.26638195,115,64,141053,8675,1436,54,1226.547826,473.5097858,1436,60,135.546875,291.0939458,1436,54,836.4692737,669.1471124,447757.858,2300,1280,20,103,4073.471166,115061.2831,985.8608246,13801.26432,725077.8675,115061.2831,988.7218475,6360.332171,17844.9066,356434.1068,30993.46161,990.6291962,5657.684235,7769.770001,0,0,0,0,1,0,0,0,0,0,0,0.556521739,836.4692737,64240,16381,0,0,0,0,0,0,0,0,12706.3,9.3,1543,12.66666667,1051528.337,60358.04663,1226.547826,135.546875,0,115,64,141053,8675,normal
10.122.251.51,10.3.9.5,59346,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,38995.50438,22207.68814,282.0837985,153.8638901,128.2199084,6,5,367,499,83,54,61.16666667,10.65233412,253,60,99.8,76.63523994,253,54,78.72727273,55.6908527,3101.471074,120,100,20,2,3899.550438,9007.692337,1992.225647,2512.54979,38995.50438,21013.25989,1992.702484,7799.100876,6887.827402,33994.67468,17001.86729,1992.225647,8498.668671,6654.426288,0,0,0,0,1,0,0,0,0,0,0,0.833333333,78.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,217,4,0,12770.10885,61.16666667,99.8,0,6,5,367,499,normal
10.122.251.51,10.3.9.5,59347,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,36995.64934,21867.43616,297.3322592,162.1812323,135.1510269,6,5,367,442,83,54,61.16666667,10.65233412,196,60,88.4,53.85016249,196,54,73.54545455,39.54597701,1563.884298,120,100,20,2,3699.564934,10992.52701,998.9738464,2896.650865,36995.64934,22000.78964,998.9738464,7399.129868,7760.739882,31995.05806,14995.57495,2006.053925,7998.764515,5239.436667,0,0,0,0,1,0,0,0,0,0,0,0.833333333,73.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,160,4,0,9412.050883,61.16666667,88.4,0,6,5,367,442,normal
10.122.251.51,10.3.9.5,59348,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,39991.85562,21654.40904,275.056004,150.0305476,125.0254564,6,5,367,499,83,54,61.16666667,10.65233412,253,60,99.8,76.63523994,253,54,78.72727273,55.6908527,3101.471074,120,100,20,2,3999.185562,9992.361069,991.1060333,2966.890159,39991.85562,17001.39046,991.1060333,7998.371124,6200.533844,29000.04387,14007.09152,1991.510391,7250.010967,4442.149095,0,0,0,0,1,0,0,0,0,0,0,0.833333333,78.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,217,4,0,14473.46693,61.16666667,99.8,0,6,5,367,499,normal
10.122.251.51,10.3.9.4,52775,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:17,1998.662949,104069.5732,1000.668973,500.3344865,500.3344865,1,1,73,135,73,73,73,0,135,135,135,0,135,73,104,31,961,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,135,0,1,1,73,135,normal
10.122.251.51,10.3.9.4,57229,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:17,999.212265,176138.7507,2001.576712,1000.788356,1000.788356,1,1,73,103,73,73,73,0,103,103,103,0,103,73,88,15,225,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,103,0,1,1,73,103,normal
10.122.251.51,220.181.38.150,59351,80,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,69007.15828,6868.852621,115.930002,57.96500102,57.96500102,4,4,228,246,66,54,57,5.196152423,66,60,61.5,2.598076211,66,54,59.25,4.683748499,21.9375,80,80,20,0,9858.165468,58007.2403,970.8404541,19674.87319,10999.91798,5955.457687,970.8404541,3666.639328,2055.209169,68006.99234,58997.63107,2006.76918,22668.99745,25769.06126,0,0,0,0,1,0,0,0,0,0,0,1,59.25,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,61.5,0,4,4,228,246,normal
10.122.251.51,10.3.9.5,59352,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:17,40010.92911,18095.05593,274.9248829,149.959027,124.9658559,6,5,373,351,89,54,62.16666667,12.73337696,105,60,70.2,17.55448661,105,54,65.81818182,15.63689217,244.5123967,120,100,20,2,4001.092911,7994.174957,992.7749634,2363.24823,40010.92911,19997.35832,992.7749634,8002.185822,6662.15284,35001.27792,14000.65422,4003.286362,8750.319481,3699.394901,0,0,0,0,1,0,0,0,0,0,0,0.833333333,65.81818182,64240,58,0,0,0,0,0,0,0,0,0,0,69,4,0,3285.616702,62.16666667,70.2,0,6,5,373,351,normal
